Sigla Empresa;Nombre;Fecha;Año;Número de Mes;Origen;Nombre;Ciudad Origen;Pais Origen;Destino;Nombre;Ciudad Destino;Pais Destino;Tráfico (N/I);Tipo Vuelo;Pasajeros;Carga + Correo (Kg)
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;DTW;WAYNE COUNTY;DETROIT;ESTADOS UNIDOS;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;R;131;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;EWR;NEWARK LIBERTY INTL;NEW YORK;ESTADOS UNIDOS;AXM;EL EDEN;ARMENIA;COLOMBIA;I;R;275;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;EWR;NEWARK LIBERTY INTL;NEW YORK;ESTADOS UNIDOS;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;I;R;166;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;EWR;NEWARK LIBERTY INTL;NEW YORK;ESTADOS UNIDOS;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;I;R;59;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;EWR;NEWARK LIBERTY INTL;NEW YORK;ESTADOS UNIDOS;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;I;R;423;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;EWR;NEWARK LIBERTY INTL;NEW YORK;ESTADOS UNIDOS;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;I;R;292;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;EWR;NEWARK LIBERTY INTL;NEW YORK;ESTADOS UNIDOS;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;I;R;153;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;EWR;NEWARK LIBERTY INTL;NEW YORK;ESTADOS UNIDOS;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;R;570;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;FLL;FORT LAUDERDALE HOLLYWOOD INTL;FORT LAUDERDALE;ESTADOS UNIDOS;AXM;EL EDEN;ARMENIA;COLOMBIA;I;R;1.195;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;FLL;FORT LAUDERDALE HOLLYWOOD INTL;FORT LAUDERDALE;ESTADOS UNIDOS;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;I;R;3.287;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;FLL;FORT LAUDERDALE HOLLYWOOD INTL;FORT LAUDERDALE;ESTADOS UNIDOS;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;I;R;1.119;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;FLL;FORT LAUDERDALE HOLLYWOOD INTL;FORT LAUDERDALE;ESTADOS UNIDOS;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;I;R;2.474;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;FLL;FORT LAUDERDALE HOLLYWOOD INTL;FORT LAUDERDALE;ESTADOS UNIDOS;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;I;R;2.688;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;FLL;FORT LAUDERDALE HOLLYWOOD INTL;FORT LAUDERDALE;ESTADOS UNIDOS;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;I;R;2.430;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;FLL;FORT LAUDERDALE HOLLYWOOD INTL;FORT LAUDERDALE;ESTADOS UNIDOS;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;R;2.873;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;IAH;WILLAM P HOBBY TX;HOUSTON;ESTADOS UNIDOS;AXM;EL EDEN;ARMENIA;COLOMBIA;I;R;121;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;IAH;WILLAM P HOBBY TX;HOUSTON;ESTADOS UNIDOS;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;I;R;207;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;IAH;WILLAM P HOBBY TX;HOUSTON;ESTADOS UNIDOS;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;I;R;100;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;IAH;WILLAM P HOBBY TX;HOUSTON;ESTADOS UNIDOS;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;I;R;634;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;IAH;WILLAM P HOBBY TX;HOUSTON;ESTADOS UNIDOS;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;I;R;498;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;IAH;WILLAM P HOBBY TX;HOUSTON;ESTADOS UNIDOS;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;I;R;249;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;IAH;WILLAM P HOBBY TX;HOUSTON;ESTADOS UNIDOS;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;R;513;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;IND;INDIANAPOLIS INTERNATIONAL;INDIANA;ESTADOS UNIDOS;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;I;R;1;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;IND;INDIANAPOLIS INTERNATIONAL;INDIANA;ESTADOS UNIDOS;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;I;R;45;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;IND;INDIANAPOLIS INTERNATIONAL;INDIANA;ESTADOS UNIDOS;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;I;R;7;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;IND;INDIANAPOLIS INTERNATIONAL;INDIANA;ESTADOS UNIDOS;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;R;42;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;LAS;LAS VEGAS;LAS VEGAS;ESTADOS UNIDOS;AXM;EL EDEN;ARMENIA;COLOMBIA;I;R;6;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;LAS;LAS VEGAS;LAS VEGAS;ESTADOS UNIDOS;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;I;R;13;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;LAS;LAS VEGAS;LAS VEGAS;ESTADOS UNIDOS;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;I;R;14;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;LAS;LAS VEGAS;LAS VEGAS;ESTADOS UNIDOS;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;I;R;70;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;LAS;LAS VEGAS;LAS VEGAS;ESTADOS UNIDOS;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;I;R;41;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;LAS;LAS VEGAS;LAS VEGAS;ESTADOS UNIDOS;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;I;R;31;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;LAS;LAS VEGAS;LAS VEGAS;ESTADOS UNIDOS;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;R;54;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;LAX;LOS ANGELES INTL;LOS ANGELES;ESTADOS UNIDOS;AXM;EL EDEN;ARMENIA;COLOMBIA;I;R;2;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;LAX;LOS ANGELES INTL;LOS ANGELES;ESTADOS UNIDOS;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;I;R;3;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;LAX;LOS ANGELES INTL;LOS ANGELES;ESTADOS UNIDOS;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;I;R;8;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;LAX;LOS ANGELES INTL;LOS ANGELES;ESTADOS UNIDOS;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;I;R;16;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;LAX;LOS ANGELES INTL;LOS ANGELES;ESTADOS UNIDOS;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;I;R;11;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;LAX;LOS ANGELES INTL;LOS ANGELES;ESTADOS UNIDOS;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;I;R;2;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;LAX;LOS ANGELES INTL;LOS ANGELES;ESTADOS UNIDOS;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;R;19;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MCO;HERDON;ORLANDO;ESTADOS UNIDOS;AXM;EL EDEN;ARMENIA;COLOMBIA;I;R;163;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MCO;HERDON;ORLANDO;ESTADOS UNIDOS;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;I;R;216;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MCO;HERDON;ORLANDO;ESTADOS UNIDOS;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;I;R;182;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MCO;HERDON;ORLANDO;ESTADOS UNIDOS;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;I;R;3.911;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MCO;HERDON;ORLANDO;ESTADOS UNIDOS;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;I;R;242;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MCO;HERDON;ORLANDO;ESTADOS UNIDOS;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;I;R;736;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MCO;HERDON;ORLANDO;ESTADOS UNIDOS;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;R;2.858;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;ACY;ATLANTIC CITY INTL;ATLANTIC CITY;ESTADOS UNIDOS;I;R;132;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;ATL;HARTSFIELD JACKSON ATLANTA INTL;ATLANTA;ESTADOS UNIDOS;I;R;683;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;AUS;AUSTIN/ROBERT/MUELLER MUNICIPA;TEXAS;ESTADOS UNIDOS;I;R;60;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;BDL;BRADLEY INTL;CONNECTICUT;ESTADOS UNIDOS;I;R;17;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;BOS;GEN.EDWARD L.LOGAN;BOSTON;ESTADOS UNIDOS;I;R;725;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;BUR;BURBANK;CALIFORNIA;ESTADOS UNIDOS;I;R;5;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;BWI;BALTIMORE WASHINGTON INTERNAL;MARYLAND;ESTADOS UNIDOS;I;R;61;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;CLE;CLEVELAND HOPKINS;OHIO;ESTADOS UNIDOS;I;R;48;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;CLT;CHARLOTTE DOUGLAS INTL;NORTE DE CAROLINA;ESTADOS UNIDOS;I;R;164;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;CMH;PORT COLUMBUS INTERNATIONAL;OHIO;ESTADOS UNIDOS;I;R;70;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;DEN;STAPLETON  INT;COLORADO;ESTADOS UNIDOS;I;R;92;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;DFW;DALLAS;DALAS;ESTADOS UNIDOS;I;R;331;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;DTW;WAYNE COUNTY;DETROIT;ESTADOS UNIDOS;I;R;127;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;EWR;NEWARK LIBERTY INTL;NEW YORK;ESTADOS UNIDOS;I;R;604;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;FLL;FORT LAUDERDALE HOLLYWOOD INTL;FORT LAUDERDALE;ESTADOS UNIDOS;I;R;2.897;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;IAH;WILLAM P HOBBY TX;HOUSTON;ESTADOS UNIDOS;I;R;514;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;IND;INDIANAPOLIS INTERNATIONAL;INDIANA;ESTADOS UNIDOS;I;R;23;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;LAS;LAS VEGAS;LAS VEGAS;ESTADOS UNIDOS;I;R;61;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;MCI;SIN ACTUALIZAR;KANSAS CITY;ESTADOS UNIDOS;I;R;10;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;MCO;HERDON;ORLANDO;ESTADOS UNIDOS;I;R;2.894;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;MIA;MIAMI INTL;MIAMI;ESTADOS UNIDOS;I;R;3.880;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;MSY;MOISANT FIED;NEW ORLEANS;ESTADOS UNIDOS;I;R;51;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;OAK;METROPOLITAN OAKLAND KO.;OAKLAND;ESTADOS UNIDOS;I;R;12;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;ORD;O .HARE;CHICAGO;ESTADOS UNIDOS;I;R;397;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;PHL;PHILADELPHIA INTL, PA.;PHILADELPHIA;ESTADOS UNIDOS;I;R;201;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;PIT;INTER PITTSBURGH;PITTSBURGH;ESTADOS UNIDOS;I;R;34;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;SAN;LINDBERGH FIELD;SAN DIEGO;ESTADOS UNIDOS;I;R;9;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;SJU;LUIS MUNOZ MARIN INTL;SAN JUAN;PUERTO RICO;I;R;227;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;SMF;SACRAMENTO;SACRAMENTO;ESTADOS UNIDOS;I;R;6;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;TPA;TAMPA INTL;TAMPA;ESTADOS UNIDOS;I;R;180;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MIA;MIAMI INTL;MIAMI;ESTADOS UNIDOS;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;I;R;3.955;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MIA;MIAMI INTL;MIAMI;ESTADOS UNIDOS;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;R;2.811;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MKE;GENERAL MITCHELL INTL;WISCONSIN;ESTADOS UNIDOS;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;R;6;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MSY;MOISANT FIED;NEW ORLEANS;ESTADOS UNIDOS;AXM;EL EDEN;ARMENIA;COLOMBIA;I;R;3;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MSY;MOISANT FIED;NEW ORLEANS;ESTADOS UNIDOS;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;I;R;7;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MSY;MOISANT FIED;NEW ORLEANS;ESTADOS UNIDOS;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;I;R;6;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MSY;MOISANT FIED;NEW ORLEANS;ESTADOS UNIDOS;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;I;R;52;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MSY;MOISANT FIED;NEW ORLEANS;ESTADOS UNIDOS;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;I;R;31;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MSY;MOISANT FIED;NEW ORLEANS;ESTADOS UNIDOS;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;I;R;18;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;MSY;MOISANT FIED;NEW ORLEANS;ESTADOS UNIDOS;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;R;52;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;OAK;METROPOLITAN OAKLAND KO.;OAKLAND;ESTADOS UNIDOS;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;I;R;4;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;OAK;METROPOLITAN OAKLAND KO.;OAKLAND;ESTADOS UNIDOS;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;I;R;17;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;OAK;METROPOLITAN OAKLAND KO.;OAKLAND;ESTADOS UNIDOS;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;R;17;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;ORD;O .HARE;CHICAGO;ESTADOS UNIDOS;AXM;EL EDEN;ARMENIA;COLOMBIA;I;R;55;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;ORD;O .HARE;CHICAGO;ESTADOS UNIDOS;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;I;R;106;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;ORD;O .HARE;CHICAGO;ESTADOS UNIDOS;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;I;R;110;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;ORD;O .HARE;CHICAGO;ESTADOS UNIDOS;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;I;R;215;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;ORD;O .HARE;CHICAGO;ESTADOS UNIDOS;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;I;R;135;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;ORD;O .HARE;CHICAGO;ESTADOS UNIDOS;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;I;R;334;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;ORD;O .HARE;CHICAGO;ESTADOS UNIDOS;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;R;384;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;PDX;PORTLAND INTL;OREGON;ESTADOS UNIDOS;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;I;R;2;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;PHL;PHILADELPHIA INTL, PA.;PHILADELPHIA;ESTADOS UNIDOS;AXM;EL EDEN;ARMENIA;COLOMBIA;I;R;31;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;PHL;PHILADELPHIA INTL, PA.;PHILADELPHIA;ESTADOS UNIDOS;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;I;R;45;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;PHL;PHILADELPHIA INTL, PA.;PHILADELPHIA;ESTADOS UNIDOS;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;I;R;12;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;PHL;PHILADELPHIA INTL, PA.;PHILADELPHIA;ESTADOS UNIDOS;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;I;R;181;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;PHL;PHILADELPHIA INTL, PA.;PHILADELPHIA;ESTADOS UNIDOS;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;I;R;110;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;PHL;PHILADELPHIA INTL, PA.;PHILADELPHIA;ESTADOS UNIDOS;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;I;R;135;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;PHL;PHILADELPHIA INTL, PA.;PHILADELPHIA;ESTADOS UNIDOS;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;R;195;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;PIT;INTER PITTSBURGH;PITTSBURGH;ESTADOS UNIDOS;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;I;R;12;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;PIT;INTER PITTSBURGH;PITTSBURGH;ESTADOS UNIDOS;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;I;R;2;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;PIT;INTER PITTSBURGH;PITTSBURGH;ESTADOS UNIDOS;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;I;R;28;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;PIT;INTER PITTSBURGH;PITTSBURGH;ESTADOS UNIDOS;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;I;R;18;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;PIT;INTER PITTSBURGH;PITTSBURGH;ESTADOS UNIDOS;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;I;R;35;0
NKS;SPIRIT AIRLINES;01-ene-23 00:00:00;2023;1;PIT;INTER PITTSBURGH;PITTSBURGH;ESTADOS UNIDOS;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;R;29;0
